ds,hour,station_key,guests_count,version,required,actual,diff,status
2026-04-27,19,BVR,100,будни/осн.,1,1,0,exact
2026-04-27,19,C,100,будни/осн.,2,2,0,exact
2026-04-27,19,FF,100,будни/осн.,1,1,0,exact
2026-04-27,19,K,100,будни/осн.,5,5,0,exact
2026-04-27,19,TS,100,будни/осн.,1,1,0,exact
2026-04-27,20,BVR,87,будни/осн.,1,1,0,exact
2026-04-27,20,C,87,будни/осн.,2,2,0,exact
2026-04-27,20,FF,87,будни/осн.,1,1,0,exact
2026-04-27,20,K,87,будни/осн.,5,5,0,exact
2026-04-27,20,TS,87,будни/осн.,1,1,0,exact
2026-04-27,21,BVR,74,будни/осн.,1,1,0,exact
2026-04-27,21,C,74,будни/осн.,2,2,0,exact
2026-04-27,21,FF,74,будни/осн.,1,1,0,exact
2026-04-27,21,K,74,будни/осн.,5,5,0,exact
2026-04-27,21,TS,74,будни/осн.,1,1,0,exact
2026-04-27,22,BVR,62,будни/осн.,1,1,0,exact
2026-04-27,22,C,62,будни/осн.,2,2,0,exact
2026-04-27,22,FF,62,будни/осн.,1,1,0,exact
2026-04-27,22,K,62,будни/осн.,4,4,0,exact
2026-04-27,22,TS,62,будни/осн.,1,1,0,exact
2026-04-28,7,BVR,47,будни/утр.,1,1,0,exact
2026-04-28,7,C,47,будни/утр.,2,2,0,exact
2026-04-28,7,FF,47,будни/утр.,1,1,0,exact
2026-04-28,7,K,47,будни/утр.,3,3,0,exact
2026-04-28,7,TS,47,будни/утр.,1,1,0,exact
2026-04-28,8,BVR,59,будни/утр.,1,1,0,exact
2026-04-28,8,C,59,будни/утр.,2,2,0,exact
2026-04-28,8,FF,59,будни/утр.,1,1,0,exact
2026-04-28,8,K,59,будни/утр.,3,3,0,exact
2026-04-28,8,TS,59,будни/утр.,1,1,0,exact
2026-04-28,9,BVR,62,будни/утр.,1,1,0,exact
2026-04-28,9,C,62,будни/утр.,2,2,0,exact
2026-04-28,9,FF,62,будни/утр.,1,1,0,exact
2026-04-28,9,K,62,будни/утр.,3,3,0,exact
2026-04-28,9,TS,62,будни/утр.,1,1,0,exact
2026-04-28,10,BVR,55,будни/осн.,1,1,0,exact
2026-04-28,10,C,55,будни/осн.,2,2,0,exact
2026-04-28,10,FF,55,будни/осн.,1,1,0,exact
2026-04-28,10,K,55,будни/осн.,3,3,0,exact
2026-04-28,10,TS,55,будни/осн.,1,1,0,exact
2026-04-28,11,BVR,64,будни/осн.,1,1,0,exact
2026-04-28,11,C,64,будни/осн.,2,2,0,exact
2026-04-28,11,FF,64,будни/осн.,1,1,0,exact
2026-04-28,11,K,64,будни/осн.,4,4,0,exact
2026-04-28,11,TS,64,будни/осн.,1,1,0,exact
2026-04-28,12,BVR,114,будни/осн.,1,1,0,exact
2026-04-28,12,C,114,будни/осн.,3,3,0,exact
2026-04-28,12,FF,114,будни/осн.,1,1,0,exact
2026-04-28,12,K,114,будни/осн.,5,5,0,exact
2026-04-28,12,TS,114,будни/осн.,1,1,0,exact
2026-04-28,13,BVR,125,будни/осн.,1,1,0,exact
2026-04-28,13,C,125,будни/осн.,4,4,0,exact
2026-04-28,13,FF,125,будни/осн.,1,1,0,exact
2026-04-28,13,K,125,будни/осн.,5,5,0,exact
2026-04-28,13,TS,125,будни/осн.,1,1,0,exact
2026-04-28,14,BVR,112,будни/осн.,1,1,0,exact
2026-04-28,14,C,112,будни/осн.,3,3,0,exact
2026-04-28,14,FF,112,будни/осн.,1,1,0,exact
2026-04-28,14,K,112,будни/осн.,5,5,0,exact
2026-04-28,14,TS,112,будни/осн.,1,1,0,exact
2026-04-28,15,BVR,107,будни/осн.,1,1,0,exact
2026-04-28,15,C,107,будни/осн.,3,3,0,exact
2026-04-28,15,FF,107,будни/осн.,1,1,0,exact
2026-04-28,15,K,107,будни/осн.,5,5,0,exact
2026-04-28,15,TS,107,будни/осн.,1,1,0,exact
2026-04-28,16,BVR,99,будни/осн.,1,1,0,exact
2026-04-28,16,C,99,будни/осн.,2,2,0,exact
2026-04-28,16,FF,99,будни/осн.,1,1,0,exact
2026-04-28,16,K,99,будни/осн.,5,5,0,exact
2026-04-28,16,TS,99,будни/осн.,1,1,0,exact
2026-04-28,17,BVR,102,будни/осн.,1,1,0,exact
2026-04-28,17,C,102,будни/осн.,2,2,0,exact
2026-04-28,17,FF,102,будни/осн.,1,1,0,exact
2026-04-28,17,K,102,будни/осн.,5,5,0,exact
2026-04-28,17,TS,102,будни/осн.,1,1,0,exact
2026-04-28,18,BVR,108,будни/осн.,1,1,0,exact
2026-04-28,18,C,108,будни/осн.,3,3,0,exact
2026-04-28,18,FF,108,будни/осн.,1,1,0,exact
2026-04-28,18,K,108,будни/осн.,5,5,0,exact
2026-04-28,18,TS,108,будни/осн.,1,1,0,exact
2026-04-28,19,BVR,100,будни/осн.,1,1,0,exact
2026-04-28,19,C,100,будни/осн.,2,2,0,exact
2026-04-28,19,FF,100,будни/осн.,1,1,0,exact
2026-04-28,19,K,100,будни/осн.,5,5,0,exact
2026-04-28,19,TS,100,будни/осн.,1,1,0,exact
2026-04-28,20,BVR,87,будни/осн.,1,1,0,exact
2026-04-28,20,C,87,будни/осн.,2,3,1,over
2026-04-28,20,FF,87,будни/осн.,1,1,0,exact
2026-04-28,20,K,87,будни/осн.,5,5,0,exact
2026-04-28,20,TS,87,будни/осн.,1,1,0,exact
2026-04-28,21,BVR,74,будни/осн.,1,1,0,exact
2026-04-28,21,C,74,будни/осн.,2,2,0,exact
2026-04-28,21,FF,74,будни/осн.,1,1,0,exact
2026-04-28,21,K,74,будни/осн.,5,5,0,exact
2026-04-28,21,TS,74,будни/осн.,1,1,0,exact
2026-04-28,22,BVR,62,будни/осн.,1,1,0,exact
2026-04-28,22,C,62,будни/осн.,2,2,0,exact
2026-04-28,22,FF,62,будни/осн.,1,1,0,exact
2026-04-28,22,K,62,будни/осн.,4,4,0,exact
2026-04-28,22,TS,62,будни/осн.,1,1,0,exact
2026-04-29,7,BVR,48,будни/утр.,1,1,0,exact
2026-04-29,7,C,48,будни/утр.,2,2,0,exact
2026-04-29,7,FF,48,будни/утр.,1,1,0,exact
2026-04-29,7,K,48,будни/утр.,3,3,0,exact
2026-04-29,7,TS,48,будни/утр.,1,1,0,exact
2026-04-29,8,BVR,58,будни/утр.,1,1,0,exact
2026-04-29,8,C,58,будни/утр.,2,2,0,exact
2026-04-29,8,FF,58,будни/утр.,1,1,0,exact
2026-04-29,8,K,58,будни/утр.,3,3,0,exact
2026-04-29,8,TS,58,будни/утр.,1,1,0,exact
2026-04-29,9,BVR,62,будни/утр.,1,1,0,exact
2026-04-29,9,C,62,будни/утр.,2,2,0,exact
2026-04-29,9,FF,62,будни/утр.,1,1,0,exact
2026-04-29,9,K,62,будни/утр.,3,3,0,exact
2026-04-29,9,TS,62,будни/утр.,1,1,0,exact
2026-04-29,10,BVR,57,будни/осн.,1,1,0,exact
2026-04-29,10,C,57,будни/осн.,2,2,0,exact
2026-04-29,10,FF,57,будни/осн.,1,1,0,exact
2026-04-29,10,K,57,будни/осн.,3,3,0,exact
2026-04-29,10,TS,57,будни/осн.,1,1,0,exact
2026-04-29,11,BVR,65,будни/осн.,1,1,0,exact
2026-04-29,11,C,65,будни/осн.,2,2,0,exact
2026-04-29,11,FF,65,будни/осн.,1,1,0,exact
2026-04-29,11,K,65,будни/осн.,4,4,0,exact
2026-04-29,11,TS,65,будни/осн.,1,1,0,exact
2026-04-29,12,BVR,116,будни/осн.,1,1,0,exact
2026-04-29,12,C,116,будни/осн.,3,3,0,exact
2026-04-29,12,FF,116,будни/осн.,1,1,0,exact
2026-04-29,12,K,116,будни/осн.,5,5,0,exact
2026-04-29,12,TS,116,будни/осн.,1,1,0,exact
2026-04-29,13,BVR,125,будни/осн.,1,1,0,exact
2026-04-29,13,C,125,будни/осн.,4,4,0,exact
2026-04-29,13,FF,125,будни/осн.,1,1,0,exact
2026-04-29,13,K,125,будни/осн.,5,5,0,exact
2026-04-29,13,TS,125,будни/осн.,1,1,0,exact
2026-04-29,14,BVR,112,будни/осн.,1,1,0,exact
2026-04-29,14,C,112,будни/осн.,3,3,0,exact
2026-04-29,14,FF,112,будни/осн.,1,1,0,exact
2026-04-29,14,K,112,будни/осн.,5,5,0,exact
2026-04-29,14,TS,112,будни/осн.,1,1,0,exact
2026-04-29,15,BVR,108,будни/осн.,1,1,0,exact
2026-04-29,15,C,108,будни/осн.,3,3,0,exact
2026-04-29,15,FF,108,будни/осн.,1,1,0,exact
2026-04-29,15,K,108,будни/осн.,5,5,0,exact
2026-04-29,15,TS,108,будни/осн.,1,1,0,exact
2026-04-29,16,BVR,102,будни/осн.,1,1,0,exact
2026-04-29,16,C,102,будни/осн.,2,2,0,exact
2026-04-29,16,FF,102,будни/осн.,1,1,0,exact
2026-04-29,16,K,102,будни/осн.,5,5,0,exact
2026-04-29,16,TS,102,будни/осн.,1,1,0,exact
2026-04-29,17,BVR,105,будни/осн.,1,1,0,exact
2026-04-29,17,C,105,будни/осн.,3,3,0,exact
2026-04-29,17,FF,105,будни/осн.,1,1,0,exact
2026-04-29,17,K,105,будни/осн.,5,5,0,exact
2026-04-29,17,TS,105,будни/осн.,1,1,0,exact
2026-04-29,18,BVR,110,будни/осн.,1,1,0,exact
2026-04-29,18,C,110,будни/осн.,3,3,0,exact
2026-04-29,18,FF,110,будни/осн.,1,1,0,exact
2026-04-29,18,K,110,будни/осн.,5,5,0,exact
2026-04-29,18,TS,110,будни/осн.,1,1,0,exact
2026-04-29,19,BVR,102,будни/осн.,1,1,0,exact
2026-04-29,19,C,102,будни/осн.,2,2,0,exact
2026-04-29,19,FF,102,будни/осн.,1,1,0,exact
2026-04-29,19,K,102,будни/осн.,5,5,0,exact
2026-04-29,19,TS,102,будни/осн.,1,1,0,exact
2026-04-29,20,BVR,90,будни/осн.,1,1,0,exact
2026-04-29,20,C,90,будни/осн.,2,2,0,exact
2026-04-29,20,FF,90,будни/осн.,1,1,0,exact
2026-04-29,20,K,90,будни/осн.,5,5,0,exact
2026-04-29,20,TS,90,будни/осн.,1,1,0,exact
2026-04-29,21,BVR,75,будни/осн.,1,1,0,exact
2026-04-29,21,C,75,будни/осн.,2,2,0,exact
2026-04-29,21,FF,75,будни/осн.,1,1,0,exact
2026-04-29,21,K,75,будни/осн.,5,5,0,exact
2026-04-29,21,TS,75,будни/осн.,1,1,0,exact
2026-04-29,22,BVR,64,будни/осн.,1,1,0,exact
2026-04-29,22,C,64,будни/осн.,2,2,0,exact
2026-04-29,22,FF,64,будни/осн.,1,1,0,exact
2026-04-29,22,K,64,будни/осн.,4,4,0,exact
2026-04-29,22,TS,64,будни/осн.,1,1,0,exact
2026-04-30,7,BVR,46,будни/утр.,1,1,0,exact
2026-04-30,7,C,46,будни/утр.,2,2,0,exact
2026-04-30,7,FF,46,будни/утр.,1,1,0,exact
2026-04-30,7,K,46,будни/утр.,3,3,0,exact
2026-04-30,7,TS,46,будни/утр.,1,1,0,exact
2026-04-30,8,BVR,58,будни/утр.,1,1,0,exact
2026-04-30,8,C,58,будни/утр.,2,2,0,exact
2026-04-30,8,FF,58,будни/утр.,1,1,0,exact
2026-04-30,8,K,58,будни/утр.,3,3,0,exact
2026-04-30,8,TS,58,будни/утр.,1,1,0,exact
2026-04-30,9,BVR,60,будни/утр.,1,1,0,exact
2026-04-30,9,C,60,будни/утр.,2,2,0,exact
2026-04-30,9,FF,60,будни/утр.,1,1,0,exact
2026-04-30,9,K,60,будни/утр.,3,3,0,exact
2026-04-30,9,TS,60,будни/утр.,1,1,0,exact
2026-04-30,10,BVR,56,будни/осн.,1,1,0,exact
2026-04-30,10,C,56,будни/осн.,2,2,0,exact
2026-04-30,10,FF,56,будни/осн.,1,1,0,exact
2026-04-30,10,K,56,будни/осн.,3,3,0,exact
2026-04-30,10,TS,56,будни/осн.,1,1,0,exact
2026-04-30,11,BVR,66,будни/осн.,1,1,0,exact
2026-04-30,11,C,66,будни/осн.,2,2,0,exact
2026-04-30,11,FF,66,будни/осн.,1,1,0,exact
2026-04-30,11,K,66,будни/осн.,4,4,0,exact
2026-04-30,11,TS,66,будни/осн.,1,1,0,exact
2026-04-30,12,BVR,116,будни/осн.,1,1,0,exact
2026-04-30,12,C,116,будни/осн.,3,3,0,exact
2026-04-30,12,FF,116,будни/осн.,1,1,0,exact
2026-04-30,12,K,116,будни/осн.,5,5,0,exact
2026-04-30,12,TS,116,будни/осн.,1,1,0,exact
2026-04-30,13,BVR,125,будни/осн.,1,1,0,exact
2026-04-30,13,C,125,будни/осн.,4,4,0,exact
2026-04-30,13,FF,125,будни/осн.,1,1,0,exact
2026-04-30,13,K,125,будни/осн.,5,5,0,exact
2026-04-30,13,TS,125,будни/осн.,1,1,0,exact
2026-04-30,14,BVR,113,будни/осн.,1,1,0,exact
2026-04-30,14,C,113,будни/осн.,3,3,0,exact
2026-04-30,14,FF,113,будни/осн.,1,1,0,exact
2026-04-30,14,K,113,будни/осн.,5,5,0,exact
2026-04-30,14,TS,113,будни/осн.,1,1,0,exact
2026-04-30,15,BVR,109,будни/осн.,1,1,0,exact
2026-04-30,15,C,109,будни/осн.,3,3,0,exact
2026-04-30,15,FF,109,будни/осн.,1,1,0,exact
2026-04-30,15,K,109,будни/осн.,5,5,0,exact
2026-04-30,15,TS,109,будни/осн.,1,1,0,exact
2026-04-30,16,BVR,101,будни/осн.,1,1,0,exact
2026-04-30,16,C,101,будни/осн.,2,2,0,exact
2026-04-30,16,FF,101,будни/осн.,1,1,0,exact
2026-04-30,16,K,101,будни/осн.,5,5,0,exact
2026-04-30,16,TS,101,будни/осн.,1,1,0,exact
2026-04-30,17,BVR,104,будни/осн.,1,1,0,exact
2026-04-30,17,C,104,будни/осн.,3,3,0,exact
2026-04-30,17,FF,104,будни/осн.,1,1,0,exact
2026-04-30,17,K,104,будни/осн.,5,5,0,exact
2026-04-30,17,TS,104,будни/осн.,1,1,0,exact
2026-04-30,18,BVR,110,будни/осн.,1,1,0,exact
2026-04-30,18,C,110,будни/осн.,3,3,0,exact
2026-04-30,18,FF,110,будни/осн.,1,1,0,exact
2026-04-30,18,K,110,будни/осн.,5,5,0,exact
2026-04-30,18,TS,110,будни/осн.,1,1,0,exact
2026-04-30,19,BVR,102,будни/осн.,1,1,0,exact
2026-04-30,19,C,102,будни/осн.,2,2,0,exact
2026-04-30,19,FF,102,будни/осн.,1,1,0,exact
2026-04-30,19,K,102,будни/осн.,5,5,0,exact
2026-04-30,19,TS,102,будни/осн.,1,1,0,exact
2026-04-30,20,BVR,90,будни/осн.,1,1,0,exact
2026-04-30,20,C,90,будни/осн.,2,2,0,exact
2026-04-30,20,FF,90,будни/осн.,1,1,0,exact
2026-04-30,20,K,90,будни/осн.,5,5,0,exact
2026-04-30,20,TS,90,будни/осн.,1,1,0,exact
2026-04-30,21,BVR,75,будни/осн.,1,1,0,exact
2026-04-30,21,C,75,будни/осн.,2,2,0,exact
2026-04-30,21,FF,75,будни/осн.,1,1,0,exact
2026-04-30,21,K,75,будни/осн.,5,5,0,exact
2026-04-30,21,TS,75,будни/осн.,1,1,0,exact
2026-04-30,22,BVR,66,будни/осн.,1,1,0,exact
2026-04-30,22,C,66,будни/осн.,2,2,0,exact
2026-04-30,22,FF,66,будни/осн.,1,1,0,exact
2026-04-30,22,K,66,будни/осн.,4,4,0,exact
2026-04-30,22,TS,66,будни/осн.,1,1,0,exact
2026-05-01,7,BVR,39,вых/утр.,1,1,0,exact
2026-05-01,7,C,39,вых/утр.,1,1,0,exact
2026-05-01,7,FF,39,вых/утр.,1,1,0,exact
2026-05-01,7,K,39,вых/утр.,2,2,0,exact
2026-05-01,7,TS,39,вых/утр.,1,1,0,exact
2026-05-01,8,BVR,49,вых/утр.,1,1,0,exact
2026-05-01,8,C,49,вых/утр.,2,2,0,exact
2026-05-01,8,FF,49,вых/утр.,1,1,0,exact
2026-05-01,8,K,49,вых/утр.,2,2,0,exact
2026-05-01,8,TS,49,вых/утр.,1,1,0,exact
2026-05-01,9,BVR,57,вых/утр.,1,1,0,exact
2026-05-01,9,C,57,вых/утр.,2,2,0,exact
2026-05-01,9,FF,57,вых/утр.,1,1,0,exact
2026-05-01,9,K,57,вых/утр.,3,3,0,exact
2026-05-01,9,TS,57,вых/утр.,1,1,0,exact
2026-05-01,10,BVR,54,вых/осн.,1,1,0,exact
2026-05-01,10,C,54,вых/осн.,2,2,0,exact
2026-05-01,10,FF,54,вых/осн.,1,1,0,exact
2026-05-01,10,K,54,вых/осн.,3,3,0,exact
2026-05-01,10,TS,54,вых/осн.,1,1,0,exact
2026-05-01,11,BVR,62,вых/осн.,1,1,0,exact
2026-05-01,11,C,62,вых/осн.,2,2,0,exact
2026-05-01,11,FF,62,вых/осн.,1,1,0,exact
2026-05-01,11,K,62,вых/осн.,3,3,0,exact
2026-05-01,11,TS,62,вых/осн.,1,1,0,exact
2026-05-01,12,BVR,108,вых/осн.,1,1,0,exact
2026-05-01,12,C,108,вых/осн.,3,3,0,exact
2026-05-01,12,FF,108,вых/осн.,1,1,0,exact
2026-05-01,12,K,108,вых/осн.,5,5,0,exact
2026-05-01,12,TS,108,вых/осн.,1,1,0,exact
2026-05-01,13,BVR,120,вых/осн.,1,1,0,exact
2026-05-01,13,C,120,вых/осн.,4,4,0,exact
2026-05-01,13,FF,120,вых/осн.,1,1,0,exact
2026-05-01,13,K,120,вых/осн.,6,6,0,exact
2026-05-01,13,TS,120,вых/осн.,1,1,0,exact
2026-05-01,14,BVR,111,вых/осн.,1,1,0,exact
2026-05-01,14,C,111,вых/осн.,4,4,0,exact
2026-05-01,14,FF,111,вых/осн.,1,1,0,exact
2026-05-01,14,K,111,вых/осн.,5,5,0,exact
2026-05-01,14,TS,111,вых/осн.,1,1,0,exact
2026-05-01,15,BVR,110,вых/осн.,1,1,0,exact
2026-05-01,15,C,110,вых/осн.,4,4,0,exact
2026-05-01,15,FF,110,вых/осн.,1,1,0,exact
2026-05-01,15,K,110,вых/осн.,5,5,0,exact
2026-05-01,15,TS,110,вых/осн.,1,1,0,exact
2026-05-01,16,BVR,102,вых/осн.,1,1,0,exact
2026-05-01,16,C,102,вых/осн.,3,3,0,exact
2026-05-01,16,FF,102,вых/осн.,1,1,0,exact
2026-05-01,16,K,102,вых/осн.,5,5,0,exact
2026-05-01,16,TS,102,вых/осн.,1,1,0,exact
2026-05-01,17,BVR,106,вых/осн.,1,1,0,exact
2026-05-01,17,C,106,вых/осн.,3,3,0,exact
2026-05-01,17,FF,106,вых/осн.,1,1,0,exact
2026-05-01,17,K,106,вых/осн.,5,5,0,exact
2026-05-01,17,TS,106,вых/осн.,1,1,0,exact
2026-05-01,18,BVR,109,вых/осн.,1,1,0,exact
2026-05-01,18,C,109,вых/осн.,4,4,0,exact
2026-05-01,18,FF,109,вых/осн.,1,1,0,exact
2026-05-01,18,K,109,вых/осн.,5,5,0,exact
2026-05-01,18,TS,109,вых/осн.,1,1,0,exact
2026-05-01,19,BVR,104,вых/осн.,1,1,0,exact
2026-05-01,19,C,104,вых/осн.,3,3,0,exact
2026-05-01,19,FF,104,вых/осн.,1,1,0,exact
2026-05-01,19,K,104,вых/осн.,5,5,0,exact
2026-05-01,19,TS,104,вых/осн.,1,1,0,exact
2026-05-01,20,BVR,90,вых/осн.,1,1,0,exact
2026-05-01,20,C,90,вых/осн.,3,3,0,exact
2026-05-01,20,FF,90,вых/осн.,1,2,1,over
2026-05-01,20,K,90,вых/осн.,5,5,0,exact
2026-05-01,20,TS,90,вых/осн.,1,1,0,exact
2026-05-01,21,BVR,75,вых/осн.,1,1,0,exact
2026-05-01,21,C,75,вых/осн.,3,3,0,exact
2026-05-01,21,FF,75,вых/осн.,1,2,1,over
2026-05-01,21,K,75,вых/осн.,4,4,0,exact
2026-05-01,21,TS,75,вых/осн.,1,1,0,exact
2026-05-01,22,BVR,64,вых/осн.,1,1,0,exact
2026-05-01,22,C,64,вых/осн.,2,2,0,exact
2026-05-01,22,FF,64,вых/осн.,1,1,0,exact
2026-05-01,22,K,64,вых/осн.,3,3,0,exact
2026-05-01,22,TS,64,вых/осн.,1,1,0,exact
2026-05-02,7,BVR,37,вых/утр.,1,1,0,exact
2026-05-02,7,C,37,вых/утр.,1,1,0,exact
2026-05-02,7,FF,37,вых/утр.,1,1,0,exact
2026-05-02,7,K,37,вых/утр.,2,2,0,exact
2026-05-02,7,TS,37,вых/утр.,1,1,0,exact
2026-05-02,8,BVR,50,вых/утр.,1,1,0,exact
2026-05-02,8,C,50,вых/утр.,2,2,0,exact
2026-05-02,8,FF,50,вых/утр.,1,1,0,exact
2026-05-02,8,K,50,вых/утр.,2,2,0,exact
2026-05-02,8,TS,50,вых/утр.,1,1,0,exact
2026-05-02,9,BVR,58,вых/утр.,1,1,0,exact
2026-05-02,9,C,58,вых/утр.,2,2,0,exact
2026-05-02,9,FF,58,вых/утр.,1,1,0,exact
2026-05-02,9,K,58,вых/утр.,3,3,0,exact
2026-05-02,9,TS,58,вых/утр.,1,1,0,exact
2026-05-02,10,BVR,56,вых/осн.,1,1,0,exact
2026-05-02,10,C,56,вых/осн.,2,2,0,exact
2026-05-02,10,FF,56,вых/осн.,1,1,0,exact
2026-05-02,10,K,56,вых/осн.,3,3,0,exact
2026-05-02,10,TS,56,вых/осн.,1,1,0,exact
2026-05-02,11,BVR,65,вых/осн.,1,1,0,exact
2026-05-02,11,C,65,вых/осн.,2,2,0,exact
2026-05-02,11,FF,65,вых/осн.,1,1,0,exact
2026-05-02,11,K,65,вых/осн.,4,4,0,exact
2026-05-02,11,TS,65,вых/осн.,1,1,0,exact
2026-05-02,12,BVR,109,вых/осн.,1,1,0,exact
2026-05-02,12,C,109,вых/осн.,4,4,0,exact
2026-05-02,12,FF,109,вых/осн.,1,1,0,exact
2026-05-02,12,K,109,вых/осн.,5,5,0,exact
2026-05-02,12,TS,109,вых/осн.,1,1,0,exact
2026-05-02,13,BVR,122,вых/осн.,1,1,0,exact
2026-05-02,13,C,122,вых/осн.,4,4,0,exact
2026-05-02,13,FF,122,вых/осн.,1,1,0,exact
2026-05-02,13,K,122,вых/осн.,6,6,0,exact
2026-05-02,13,TS,122,вых/осн.,2,2,0,exact
2026-05-02,14,BVR,112,вых/осн.,1,1,0,exact
2026-05-02,14,C,112,вых/осн.,4,4,0,exact
2026-05-02,14,FF,112,вых/осн.,1,1,0,exact
2026-05-02,14,K,112,вых/осн.,5,5,0,exact
2026-05-02,14,TS,112,вых/осн.,1,1,0,exact
2026-05-02,15,BVR,110,вых/осн.,1,1,0,exact
2026-05-02,15,C,110,вых/осн.,4,4,0,exact
2026-05-02,15,FF,110,вых/осн.,1,1,0,exact
2026-05-02,15,K,110,вых/осн.,5,5,0,exact
2026-05-02,15,TS,110,вых/осн.,1,1,0,exact
2026-05-02,16,BVR,103,вых/осн.,1,1,0,exact
2026-05-02,16,C,103,вых/осн.,3,3,0,exact
2026-05-02,16,FF,103,вых/осн.,1,1,0,exact
2026-05-02,16,K,103,вых/осн.,5,5,0,exact
2026-05-02,16,TS,103,вых/осн.,1,1,0,exact
2026-05-02,17,BVR,106,вых/осн.,1,1,0,exact
2026-05-02,17,C,106,вых/осн.,3,3,0,exact
2026-05-02,17,FF,106,вых/осн.,1,1,0,exact
2026-05-02,17,K,106,вых/осн.,5,5,0,exact
2026-05-02,17,TS,106,вых/осн.,1,1,0,exact
2026-05-02,18,BVR,106,вых/осн.,1,1,0,exact
2026-05-02,18,C,106,вых/осн.,3,3,0,exact
2026-05-02,18,FF,106,вых/осн.,1,1,0,exact
2026-05-02,18,K,106,вых/осн.,5,5,0,exact
2026-05-02,18,TS,106,вых/осн.,1,1,0,exact
2026-05-02,19,BVR,99,вых/осн.,1,1,0,exact
2026-05-02,19,C,99,вых/осн.,3,3,0,exact
2026-05-02,19,FF,99,вых/осн.,1,1,0,exact
2026-05-02,19,K,99,вых/осн.,5,5,0,exact
2026-05-02,19,TS,99,вых/осн.,1,1,0,exact
2026-05-02,20,BVR,91,вых/осн.,1,1,0,exact
2026-05-02,20,C,91,вых/осн.,3,3,0,exact
2026-05-02,20,FF,91,вых/осн.,1,1,0,exact
