ds,station_key,employee_id,starttime,finishtime
2026-04-09,K,21,12,16
2026-04-09,K,4,14,23
2026-04-09,K,11,15,23
2026-04-09,K,17,15,23
2026-04-09,K,7,16,23
2026-04-09,K,10,16,20
2026-04-09,K,36,17,23
2026-04-09,TS,31,7,14
2026-04-09,TS,50,14,23
2026-04-10,BVR,8,7,16
2026-04-10,BVR,59,16,23
2026-04-10,C,2,7,14
2026-04-10,C,32,7,14
2026-04-10,C,5,11,15
2026-04-10,C,7,12,19
2026-04-10,C,52,12,19
2026-04-10,C,18,13,20
2026-04-10,C,45,13,17
2026-04-10,C,55,17,21
2026-04-10,C,6,18,23
2026-04-10,C,58,19,22
2026-04-10,C,30,20,23
2026-04-10,FF,47,7,16
2026-04-10,FF,26,16,20
2026-04-10,FF,50,20,23
2026-04-10,K,28,7,15
2026-04-10,K,31,7,16
2026-04-10,K,43,7,14
2026-04-10,K,15,8,15
2026-04-10,K,17,8,15
2026-04-10,K,21,12,16
2026-04-10,K,51,12,16
2026-04-10,K,1,13,20
2026-04-10,K,4,15,23
2026-04-10,K,53,15,19
2026-04-10,K,11,16,23
2026-04-10,K,44,16,23
2026-04-10,K,66,16,23
2026-04-10,K,3,18,23
2026-04-10,TS,54,7,14
2026-04-10,TS,22,13,17
2026-04-10,TS,36,17,23
2026-04-11,BVR,19,7,15
2026-04-11,BVR,33,15,23
2026-04-11,C,52,7,15
2026-04-11,C,32,8,16
2026-04-11,C,68,11,18
2026-04-11,C,9,12,19
2026-04-11,C,37,15,18
2026-04-11,C,2,16,23
2026-04-11,C,30,17,23
2026-04-11,C,29,18,21
2026-04-11,C,6,19,23
2026-04-11,FF,13,7,10
2026-04-11,FF,48,10,13
2026-04-11,FF,51,13,16
2026-04-11,FF,47,16,23
2026-04-11,K,14,7,16
2026-04-11,K,31,7,15
2026-04-11,K,1,8,15
2026-04-11,K,64,10,14
2026-04-11,K,60,11,15
2026-04-11,K,56,12,19
2026-04-11,K,21,13,17
2026-04-11,K,15,14,23
2026-04-11,K,25,15,18
2026-04-11,K,43,15,23
2026-04-11,K,66,15,23
2026-04-11,K,11,16,23
2026-04-11,K,42,17,20
2026-04-11,K,62,18,21
2026-04-11,K,50,20,23
2026-04-11,TS,17,7,15
2026-04-11,TS,18,13,20
2026-04-11,TS,59,15,23
2026-04-12,BVR,52,7,16
2026-04-12,BVR,19,16,23
2026-04-12,C,1,7,15
2026-04-12,C,28,9,16
2026-04-12,C,68,12,19
2026-04-12,C,38,13,22
2026-04-12,C,6,15,23
2026-04-12,C,57,16,20
2026-04-12,C,36,19,23
2026-04-12,FF,47,7,14
2026-04-12,FF,33,14,23
2026-04-12,K,13,7,11
2026-04-12,K,44,7,14
2026-04-12,K,23,10,17
2026-04-12,K,65,11,15
2026-04-12,K,56,12,19
2026-04-12,K,63,12,16
2026-04-12,K,31,14,23
2026-04-12,K,54,14,23
2026-04-12,K,4,15,23
2026-04-12,K,14,16,23
2026-04-12,K,0,17,21
2026-04-12,TS,66,7,16
2026-04-12,TS,67,15,19
2026-04-12,TS,15,17,23
