ds,station_key,employee_id,starttime,finishtime
2026-04-24,C,8,7,15
2026-04-24,C,14,7,15
2026-04-24,C,22,12,18
2026-04-24,C,45,12,16
2026-04-24,C,51,12,16
2026-04-24,C,43,14,23
2026-04-24,C,25,16,19
2026-04-24,C,27,16,20
2026-04-24,C,24,18,21
2026-04-24,C,58,19,22
2026-04-24,C,30,20,23
2026-04-24,FF,19,7,16
2026-04-24,FF,26,16,20
2026-04-24,FF,3,20,23
2026-04-24,K,15,7,15
2026-04-24,K,54,7,15
2026-04-24,K,59,7,15
2026-04-24,K,28,8,17
2026-04-24,K,44,8,17
2026-04-24,K,5,12,16
2026-04-24,K,21,12,16
2026-04-24,K,7,14,23
2026-04-24,K,53,15,19
2026-04-24,K,17,16,23
2026-04-24,K,66,16,23
2026-04-24,K,12,17,21
2026-04-24,K,36,17,23
2026-04-24,K,50,19,23
2026-04-24,TS,2,7,15
2026-04-24,TS,18,13,16
2026-04-24,TS,47,14,23
2026-04-25,BVR,7,7,14
2026-04-25,BVR,11,14,23
2026-04-25,C,43,7,15
2026-04-25,C,32,8,17
2026-04-25,C,64,10,14
2026-04-25,C,9,12,19
2026-04-25,C,37,13,16
2026-04-25,C,15,15,23
2026-04-25,C,25,15,19
2026-04-25,C,30,17,23
2026-04-25,C,55,18,21
2026-04-25,C,6,19,23
2026-04-25,FF,2,7,14
2026-04-25,FF,33,14,23
2026-04-25,K,13,7,11
2026-04-25,K,59,7,16
2026-04-25,K,52,8,16
2026-04-25,K,48,10,13
2026-04-25,K,60,11,15
2026-04-25,K,68,11,18
2026-04-25,K,21,12,16
2026-04-25,K,56,12,19
2026-04-25,K,18,13,20
2026-04-25,K,44,15,23
2026-04-25,K,1,16,23
2026-04-25,K,17,16,23
2026-04-25,K,31,16,23
2026-04-25,K,42,18,21
2026-04-25,K,50,19,23
2026-04-25,TS,4,7,16
2026-04-25,TS,51,12,16
2026-04-25,TS,10,16,20
2026-04-25,TS,66,16,23
2026-04-26,BVR,54,7,16
2026-04-26,BVR,19,16,23
2026-04-26,C,13,7,11
2026-04-26,C,28,10,19
2026-04-26,C,29,11,15
2026-04-26,C,63,12,16
2026-04-26,C,23,13,20
2026-04-26,C,6,16,23
2026-04-26,C,32,16,23
2026-04-26,C,36,19,23
2026-04-26,FF,2,7,14
2026-04-26,FF,33,14,23
2026-04-26,K,1,7,15
2026-04-26,K,38,8,16
2026-04-26,K,65,10,14
2026-04-26,K,21,12,16
2026-04-26,K,56,13,20
2026-04-26,K,67,13,17
2026-04-26,K,66,14,23
2026-04-26,K,11,16,23
2026-04-26,K,52,16,23
2026-04-26,K,59,16,23
2026-04-26,K,0,17,21
2026-04-26,TS,14,7,15
2026-04-26,TS,31,14,23
2026-04-26,TS,57,17,20
