iter	MAE
238	8.589301924
239	8.588347975
240	8.586320869
241	8.584669734
242	8.58276658
243	8.581825369
244	8.580167376
245	8.578998567
246	8.577941669
247	8.576477858
248	8.574255696
249	8.572684159
250	8.571280723
251	8.570577467
252	8.569258612
253	8.56783552
254	8.565865883
255	8.564836385
256	8.563268236
257	8.561952809
258	8.560824451
259	8.559626973
260	8.5580796
261	8.55679784
262	8.556029184
263	8.554691387
264	8.553662063
265	8.552598383
266	8.551414082
267	8.550063827
268	8.548814771
269	8.546705659
270	8.545504069
271	8.543978859
272	8.543012764
273	8.541322929
274	8.539945389
275	8.538871259
276	8.53751794
277	8.536192964
278	8.534923494
279	8.533703814
280	8.53166389
281	8.530126457
282	8.529090841
283	8.527658837
284	8.526580058
285	8.525412015
286	8.524175749
287	8.522657478
288	8.521362199
289	8.520070728
290	8.518796089
291	8.51761467
292	8.5159165
293	8.514732362
294	8.513015707
295	8.511872791
296	8.510090912
297	8.508450638
298	8.507425527
299	8.505821748
300	8.504793954
301	8.50332534
302	8.502205432
303	8.500750456
304	8.499757156
305	8.498862218
306	8.497886069
307	8.497043147
308	8.495583605
309	8.494308792
310	8.493151132
311	8.492223224
312	8.491160078
313	8.489935158
314	8.488819653
315	8.487255623
316	8.486293646
317	8.484996858
318	8.483536913
319	8.482905011
320	8.48165273
321	8.480518147
322	8.479247267
323	8.477225205
324	8.475807406
325	8.474626169
326	8.473913811
327	8.473190343
328	8.471795686
329	8.470760917
330	8.469830841
331	8.468735997
332	8.467657612
333	8.466754702
334	8.465623524
335	8.464716945
336	8.46415558
337	8.463027685
338	8.462250922
339	8.461624732
340	8.46063935
341	8.459752204
342	8.458619912
343	8.456744721
344	8.455869228
345	8.454894836
346	8.453208626
347	8.451749319
348	8.450882066
349	8.449981728
350	8.448988292
351	8.44767041
352	8.446586139
353	8.445932299
354	8.445207036
355	8.444334909
356	8.442937038
357	8.441349588
358	8.439300643
359	8.438089247
360	8.436935003
361	8.436398713
362	8.435591063
363	8.435038345
364	8.434539086
365	8.433857133
366	8.432534354
367	8.431727068
368	8.431042834
369	8.429762263
370	8.428934581
371	8.428068869
372	8.42738708
373	8.42619226
374	8.425614242
375	8.424825121
376	8.423115063
377	8.422283591
378	8.42127942
379	8.420780715
380	8.419976513
381	8.419198061
382	8.418341707
383	8.417454622
384	8.416695012
385	8.415840721
386	8.415370913
387	8.414577436
388	8.413951709
389	8.412599796
390	8.411583044
391	8.410997039
392	8.409771925
393	8.409069191
394	8.408306726
395	8.40732607
396	8.406662863
397	8.405947495
398	8.40547075
399	8.404707416
400	8.403726607
401	8.402963101
402	8.402333334
403	8.401056855
404	8.400089981
405	8.39933829
406	8.398626378
407	8.39784534
408	8.396819964
409	8.395835505
410	8.394873572
411	8.393865625
412	8.393130186
413	8.392536865
414	8.3920201
415	8.390704866
416	8.389993563
417	8.388079242
418	8.387398376
419	8.386808466
420	8.386119615
421	8.385780283
422	8.384998178
423	8.384245117
424	8.383254893
425	8.382549182
426	8.381215664
427	8.38026598
428	8.379520545
429	8.378706427
430	8.378289311
431	8.377621005
432	8.376926197
433	8.376059075
434	8.37516319
435	8.374367226
436	8.37351153
437	8.372526669
438	8.371767106
439	8.370754362
440	8.370188399
441	8.369336686
442	8.368513439
443	8.367591266
444	8.366719714
445	8.365401298
446	8.36458327
447	8.363791677
448	8.363215365
449	8.362514781
450	8.361724204
451	8.361324036
452	8.360581128
453	8.359603435
454	8.359215666
455	8.358619763
456	8.358001742
457	8.357080664
458	8.356125094
459	8.354888008
460	8.35417291
461	8.352445569
462	8.351873792
463	8.351172144
464	8.350792717
465	8.349192552
466	8.348185956
467	8.347379722
468	8.347027308
469	8.345968507
470	8.345324969
471	8.34457098
472	8.343935274
473	8.343046662
474	8.342518538
475	8.342047508
476	8.340707896
477	8.340116048
478	8.339399712
479	8.338764927
480	8.338092916
481	8.337063601
482	8.33656227
483	8.33532253
484	8.334657322
485	8.33429191
486	8.333424019
487	8.331717179
488	8.330593688
489	8.329728012
490	8.329120326
491	8.328507613
492	8.327554007
493	8.326426547
494	8.325604456
495	8.324735188
496	8.324146343
497	8.323436108
498	8.322761001
499	8.322325477
500	8.321661863
501	8.32115021
502	8.320481044
503	8.320038495
504	8.319630525
505	8.319081029
506	8.318205813
507	8.317074734
508	8.316440438
509	8.315992109
510	8.315027332
511	8.314680611
512	8.313165352
513	8.312272485
514	8.311813595
515	8.31058635
516	8.309991955
517	8.309478178
518	8.308868639
519	8.308253149
520	8.307662739
521	8.3070959
522	8.306471523
523	8.305596781
524	8.304694551
525	8.304128527
526	8.30359722
527	8.302977097
528	8.301830891
529	8.301087824
530	8.299814691
531	8.299091887
532	8.298552143
533	8.297892869
534	8.296995334
535	8.29638576
536	8.295883123
537	8.295333286
538	8.294100756
539	8.29303851
540	8.292557482
541	8.292108715
542	8.291618119
543	8.291183397
544	8.290412376
545	8.288603786
546	8.288219186
547	8.287507816
548	8.286738956
549	8.286174955
550	8.285417552
551	8.284978477
552	8.28418592
553	8.283768649
554	8.283128731
555	8.282584384
556	8.281325052
557	8.280682778
558	8.280196574
559	8.279681866
560	8.279122832
561	8.2782194
562	8.277313775
563	8.276630203
564	8.276210025
565	8.275261081
566	8.274189036
567	8.273184951
568	8.272115473
569	8.271604844
570	8.270475361
571	8.269471033
572	8.269162802
573	8.268570061
574	8.267638331
575	8.266602385
576	8.266156076
577	8.265629281
578	8.265386872
579	8.264887731
580	8.263917733
581	8.263537634
582	8.263008082
583	8.262163854
584	8.261292953
585	8.260912342
586	8.260562485
587	8.259946448
588	8.259284199
589	8.258515434
590	8.257918585
591	8.256690788
592	8.256074501
593	8.255180927
594	8.254693557
595	8.253888476
596	8.253457359
597	8.252494185
598	8.252074715
599	8.251325009
600	8.250818717
601	8.250296058
602	8.250015466
603	8.249602595
604	8.248688331
605	8.247764011
606	8.247332733
607	8.246730835
608	8.246116107
609	8.245449778
610	8.245011027
611	8.244381014
612	8.243520294
613	8.243145051
614	8.24250287
615	8.242035566
616	8.241668239
617	8.241153039
618	8.240568198
619	8.239992459
620	8.239421878
621	8.238238794
622	8.237673632
623	8.237340651
624	8.236809367
625	8.236206673
626	8.235730729
627	8.235451445
628	8.234803021
629	8.234334025
630	8.233517978
631	8.232776051
632	8.232282412
633	8.231704977
634	8.231161433
635	8.230679778
636	8.230066431
637	8.229357648
638	8.228739973
639	8.228206116
640	8.227492009
641	8.226382658
642	8.225980713
643	8.225262068
644	8.224662799
645	8.224340181
646	8.223461757
647	8.22303932
648	8.222232466
649	8.22186824
650	8.221017058
651	8.220442011
652	8.219284768
653	8.218724447
654	8.218042324
655	8.217195376
656	8.216658513
657	8.215215612
658	8.214685462
659	8.214291925
660	8.213723662
661	8.212981268
662	8.212382309
663	8.211718316
664	8.211031384
665	8.210317615
666	8.209677665
667	8.208415215
668	8.207948848
669	8.207446257
670	8.206662069
671	8.206164973
672	8.205723475
673	8.205121422
674	8.204549032
675	8.20418326
676	8.203603181
677	8.202897602
678	8.202371911
679	8.201923123
680	8.201394603
681	8.200982862
682	8.200707757
683	8.200018683
684	8.199671081
685	8.199007484
686	8.198427822
687	8.198203059
688	8.197504736
689	8.196905798
690	8.196545545
691	8.195803761
692	8.195013202
693	8.194610351
694	8.193556843
695	8.193072915
696	8.192605793
697	8.192341814
698	8.1914086
699	8.18996801
700	8.189402321
701	8.188822926
702	8.188481152
703	8.187956659
704	8.187494558
705	8.186766812
706	8.186123887
707	8.185558963
708	8.185008739
709	8.184430044
710	8.18391073
711	8.183471961
712	8.183251396
713	8.182893922
714	8.182262234
715	8.18161302
716	8.179974462
717	8.178795561
718	8.178364812
719	8.177876869
720	8.177476382
721	8.177127127
722	8.176585067
723	8.175998822
724	8.175572268
725	8.175098285
726	8.174543509
727	8.173557031
728	8.173083233
729	8.172772947
730	8.171751841
731	8.171276852
732	8.17032545
733	8.169929424
734	8.169380642
735	8.168566472
736	8.167661495
737	8.167119879
738	8.166471978
739	8.165474746
740	8.164792054
741	8.16421592
742	8.163722132
743	8.163254684
744	8.162841757
745	8.161867386
746	8.161494338
747	8.160942682
748	8.160050857
749	8.159421063
750	8.158601814
751	8.157810916
752	8.157362263
753	8.156722339
754	8.156259194
755	8.155842758
756	8.155461033
757	8.155010704
758	8.154281318
759	8.153560149
760	8.152962264
761	8.152327593
762	8.151882754
763	8.151431597
764	8.150875686
765	8.150428965
766	8.149582087
767	8.148981444
768	8.148509615
769	8.148170979
770	8.147586665
771	8.14705113
772	8.146644262
773	8.146027287
774	8.145526257
775	8.145008319
776	8.144126899
777	8.143465546
778	8.142761123
779	8.141878072
780	8.141298624
781	8.140858884
782	8.139515106
783	8.139001307
784	8.138502318
785	8.138095482
786	8.137601583
787	8.137161883
788	8.136794975
789	8.136348677
790	8.135851666
791	8.135279133
792	8.13471358
793	8.134259275
794	8.133408972
795	8.132758426
796	8.132238131
797	8.131720956
798	8.131219944
799	8.129839137
800	8.128838319
801	8.128351037
802	8.127902711
803	8.127210914
804	8.126865409
805	8.126299345
806	8.125403775
807	8.124669023
808	8.12395533
809	8.123235841
810	8.122677295
811	8.122089231
812	8.121209259
813	8.120449675
814	8.119787906
815	8.119164307
816	8.118583526
817	8.118024089
818	8.117396418
819	8.116749586
820	8.116355189
821	8.115775478
822	8.115268308
823	8.11477329
824	8.114188667
825	8.113624641
826	8.113082416
827	8.11251335
828	8.112051212
829	8.111465878
830	8.110902129
831	8.110437687
832	8.109555481
833	8.10892318
834	8.108163203
835	8.107406135
836	8.106910144
837	8.105989795
838	8.105366602
839	8.104905432
840	8.104237848
841	8.10341406
842	8.102924605
843	8.102515693
844	8.101735041
845	8.10134428
846	8.100049647
847	8.099323049
848	8.098780092
849	8.097763365
850	8.096889507
851	8.096271363
852	8.095573418
853	8.094882528
854	8.094299111
855	8.093718998
856	8.093142825
857	8.092508254
858	8.09190526
859	8.090931074
860	8.090292447
861	8.089586386
862	8.089000604
863	8.088451412
864	8.088061583
865	8.087350942
866	8.087043677
867	8.086627588
868	8.086007172
869	8.085400966
870	8.084788364
871	8.083993003
872	8.083419722
873	8.082623829
874	8.081665348
875	8.080891622
876	8.080360125
877	8.079795348
878	8.079067491
879	8.078365446
880	8.077771047
881	8.077247336
882	8.076480815
883	8.075882406
884	8.075212629
885	8.074760207
886	8.073609936
887	8.072825769
888	8.072281865
889	8.07147459
890	8.070965181
891	8.070526461
892	8.070001454
893	8.069678528
894	8.069351098
895	8.068985258
896	8.068357419
897	8.067940607
898	8.067468893
899	8.066941914
900	8.066225938
901	8.065741635
902	8.06513913
903	8.064388195
904	8.063471519
905	8.062622094
906	8.061988662
907	8.061563704
908	8.060602283
909	8.059952651
910	8.059502202
911	8.059155402
912	8.058671262
913	8.057992666
914	8.057393742
915	8.056686627
916	8.05609377
917	8.055400697
918	8.055088785
919	8.05422976
920	8.053406315
921	8.052596489
922	8.051978565
923	8.051304028
924	8.05071926
925	8.049836675
926	8.049313839
927	8.048932357
928	8.048191698
929	8.047518916
930	8.047095496
931	8.046722973
932	8.046034031
933	8.045486946
934	8.044813244
935	8.044534068
936	8.044064996
937	8.043514749
938	8.042891676
939	8.042330383
940	8.041567117
941	8.041036076
942	8.040543333
943	8.039639466
944	8.039083855
945	8.038581724
946	8.038082867
947	8.037516142
948	8.036782524
949	8.03600552
950	8.035686484
951	8.03485312
952	8.034392809
953	8.033930699
954	8.033358838
955	8.03293082
956	8.032375485
957	8.031765452
958	8.031240594
959	8.030800042
960	8.030163957
961	8.02951389
962	8.029072379
963	8.028167144
964	8.027659747
965	8.027109646
966	8.026472852
967	8.025723175
968	8.025167178
969	8.02446141
970	8.023775018
971	8.023088286
972	8.022509913
973	8.021903758
974	8.02132122
975	8.02078308
976	8.020284029
977	8.019769829
978	8.019298194
979	8.018579101
980	8.017830358
981	8.017227455
982	8.016499189
983	8.015915662
984	8.015369277
985	8.014851808
986	8.014294694
987	8.013834558
988	8.013419863
989	8.012943486
990	8.012250809
991	8.011674633
992	8.011335048
993	8.010985866
994	8.010311794
995	8.00967221
996	8.009180572
997	8.00866232
998	8.008105036
999	8.007495957
1000	8.006790964
1001	8.006177994
1002	8.005701126
1003	8.005113531
1004	8.004613576
1005	8.003829181
1006	8.002908326
1007	8.002111853
1008	8.001606785
1009	8.000886377
1010	8.000243269
1011	7.99975807
1012	7.999077142
1013	7.998525339
1014	7.998031876
1015	7.997268007
1016	7.997054035
1017	7.99612212
1018	7.995229411
1019	7.994791435
1020	7.99420738
1021	7.993469614
1022	7.992627275
1023	7.992153933
1024	7.991527133
1025	7.990746074
1026	7.990044036
1027	7.989606867
1028	7.989291502
1029	7.988562326
1030	7.988088419
1031	7.98761546
1032	7.986929091
1033	7.986487769
1034	7.985888805
1035	7.985348356
1036	7.985033423
1037	7.984386546
1038	7.984054172
1039	7.983473832
1040	7.98272777
1041	7.98208282
1042	7.981648893
1043	7.981094099
1044	7.980416841
1045	7.979599314
1046	7.979148589
1047	7.978612322
1048	7.978171676
1049	7.977925885
1050	7.977258555
1051	7.977013062
1052	7.976513565
1053	7.975711605
1054	7.975403121
1055	7.974997118
1056	7.974365854
1057	7.973810401
1058	7.973318399
1059	7.972986605
1060	7.972117682
1061	7.971368315
1062	7.970355095
1063	7.969403813
1064	7.968821972
1065	7.968135431
1066	7.967654028
1067	7.967225996
1068	7.966832367
1069	7.96619177
1070	7.965784501
1071	7.965325779
1072	7.964664388
1073	7.964107842
1074	7.963536147
1075	7.962912253
1076	7.962442929
1077	7.961861071
1078	7.96132591
1079	7.960738943
1080	7.9601756
1081	7.959569604
1082	7.958788186
1083	7.958277497
1084	7.95757836
1085	7.956911347
1086	7.956500091
1087	7.956160468
1088	7.955603294
1089	7.954989489
1090	7.954319205
1091	7.95394482
1092	7.953466465
1093	7.953106074
1094	7.952654781
1095	7.952325036
1096	7.951864263
1097	7.95136877
1098	7.950449001
1099	7.949945582
1100	7.949302393
1101	7.948882056
1102	7.948336408
1103	7.947939078
1104	7.947552509
1105	7.947008877
1106	7.946613307
1107	7.946238441
1108	7.945808422
1109	7.945206079
1110	7.944812768
1111	7.944049781
1112	7.943439431
1113	7.942480492
1114	7.94223514
1115	7.941744551
1116	7.941312331
1117	7.940881015
1118	7.940393081
1119	7.939539498
1120	7.939053527
1121	7.938767815
1122	7.93821723
1123	7.937881527
1124	7.937463306
1125	7.936966838
1126	7.936370177
1127	7.935895253
1128	7.935632673
1129	7.934991504
1130	7.934238656
1131	7.9334878
1132	7.933112206
1133	7.932765252
1134	7.932243387
1135	7.931806001
1136	7.931284832
1137	7.93081286
1138	7.930365737
1139	7.930138261
1140	7.929541052
1141	7.929113974
1142	7.928607253
1143	7.928090401
1144	7.927496232
1145	7.926920636
1146	7.926496508
1147	7.926037353
1148	7.925618751
1149	7.92514416
1150	7.924186907
1151	7.923713887
1152	7.923320901
1153	7.922889587
1154	7.922362767
1155	7.921856616
1156	7.921471748
1157	7.921102487
1158	7.920650757
1159	7.92005631
1160	7.919505743
1161	7.919130395
1162	7.91870735
1163	7.918144834
1164	7.917694172
1165	7.917366605
1166	7.916873968
1167	7.916260699
1168	7.915830064
1169	7.915359183
1170	7.914935569
1171	7.914390471
1172	7.914014849
1173	7.913466738
1174	7.91294606
1175	7.912435239
1176	7.911643957
1177	7.911033835
1178	7.910373479
1179	7.910063109
1180	7.909628753
1181	7.909053686
1182	7.908578834
1183	7.908286709
1184	7.9078462
1185	7.907285069
1186	7.906834818
1187	7.906456418
1188	7.906118474
1189	7.905487498
1190	7.905019258
1191	7.904630074
1192	7.903973188
1193	7.90342604
1194	7.902749357
1195	7.90215311
1196	7.901756971
1197	7.90141002
1198	7.900849901
1199	7.900250698
1200	7.899791996
1201	7.899199245
1202	7.898385048
1203	7.897795594
1204	7.897233474
1205	7.896850927
1206	7.896074475
1207	7.895598532
1208	7.895258434
1209	7.89497533
1210	7.894559913
1211	7.894143788
1212	7.893583387
1213	7.893250298
1214	7.892824106
1215	7.892252663
1216	7.891638128
1217	7.891268703
1218	7.890686475
1219	7.890091617
1220	7.889463983
1221	7.889126319
1222	7.888747921
1223	7.888260565
1224	7.887680174
1225	7.887183411
1226	7.886752472
1227	7.886148993
1228	7.885793706
1229	7.885164178
1230	7.884699028
1231	7.884178163
1232	7.883673715
1233	7.883134796
1234	7.882741821
1235	7.882301316
1236	7.881878167
1237	7.881432225
1238	7.881072666
1239	7.880555773
1240	7.880257491
1241	7.879749888
1242	7.879267162
1243	7.878908809
1244	7.878475934
1245	7.878036646
1246	7.877258643
1247	7.876730338
1248	7.876339248
1249	7.876130704
1250	7.875753045
1251	7.875388629
1252	7.874985967
1253	7.874348505
1254	7.873987044
1255	7.873581994
1256	7.873192045
1257	7.872750028
1258	7.872136518
1259	7.871513178
1260	7.871042124
1261	7.870357188
1262	7.869933552
1263	7.869327008
1264	7.868755942
1265	7.868297106
1266	7.867701684
1267	7.867398391
1268	7.866731624
1269	7.866442919
1270	7.865994114
1271	7.865489765
1272	7.864966687
1273	7.864505144
1274	7.863979172
1275	7.863558193
1276	7.863005052
1277	7.86233248
1278	7.861903938
1279	7.861417209
1280	7.861054121
1281	7.860532238
1282	7.860147867
1283	7.859910171
1284	7.859418443
1285	7.85898234
1286	7.858556135
1287	7.858145065
1288	7.857786917
1289	7.857310454
1290	7.856645351
1291	7.856188754
1292	7.855741566
1293	7.855347175
1294	7.854949506
1295	7.854418101
1296	7.85366679
1297	7.853195257
1298	7.852681881
1299	7.852338073
1300	7.851833618
1301	7.851518132
1302	7.851006164
1303	7.850516367
1304	7.849878391
1305	7.849623403
1306	7.848989166
1307	7.848575655
1308	7.848028423
1309	7.847662375
1310	7.847426355
1311	7.846868559
1312	7.846406476
1313	7.846173631
1314	7.845592317
1315	7.845166212
1316	7.844812101
1317	7.844337438
1318	7.843743159
1319	7.843447893
1320	7.842939461
1321	7.842510151
1322	7.841991797
1323	7.841552321
1324	7.8412992
1325	7.840914021
1326	7.840410722
1327	7.840123827
1328	7.839600077
1329	7.839199325
1330	7.838909858
1331	7.838356885
1332	7.837859076
1333	7.837510739
1334	7.836958248
1335	7.836479842
1336	7.835972543
1337	7.835663302
1338	7.835178109
1339	7.834755728
1340	7.834427192
1341	7.833840903
1342	7.833308839
1343	7.832928401
1344	7.832442214
1345	7.831951539
1346	7.831775075
1347	7.831490045
1348	7.830701764
1349	7.83021171
1350	7.829660435
1351	7.829232228
1352	7.828932046
1353	7.828557136
1354	7.827989331
1355	7.827572945
1356	7.82716329
1357	7.826870542
1358	7.826474051
1359	7.826139189
1360	7.825710798
1361	7.825316731
1362	7.82481739
1363	7.824392063
1364	7.824005604
1365	7.823362991
1366	7.82279084
1367	7.822320242
1368	7.82187556
1369	7.821380209
1370	7.820925619
1371	7.820445555
1372	7.819831951
1373	7.819624557
1374	7.819344595
1375	7.818720928
1376	7.818253852
1377	7.817713075
1378	7.817111027
1379	7.816602009
1380	7.8162575
1381	7.815811808
1382	7.815497445
1383	7.814982194
1384	7.814473495
1385	7.814148685
1386	7.81373344
1387	7.813307044
1388	7.812820873
1389	7.812324875
1390	7.811929414
1391	7.811610189
1392	7.81136255
1393	7.810825198
1394	7.810291925
1395	7.810034312
1396	7.80951617
1397	7.809019173
1398	7.808655575
1399	7.808309479
1400	7.807935977
1401	7.807382952
1402	7.80703303
1403	7.806783985
1404	7.806397592
1405	7.805730332
1406	7.805373027
1407	7.805002088
1408	7.80451944
1409	7.804041082
1410	7.803605079
1411	7.80319235
1412	7.802756191
1413	7.802353611
1414	7.802041688
1415	7.801767879
1416	7.801342388
1417	7.800680333
1418	7.800171485
1419	7.799719928
1420	7.79930044
1421	7.798927279
1422	7.798614658
1423	7.798199434
1424	7.797797048
1425	7.797346276
1426	7.796936724
1427	7.796694456
1428	7.796298206
1429	7.795864009
1430	7.79542107
1431	7.794943608
1432	7.794625953
1433	7.794268742
1434	7.793880289
1435	7.793579963
1436	7.79323225
1437	7.792902338
1438	7.79219037
1439	7.791832366
1440	7.79135751
1441	7.791070629
1442	7.790718616
1443	7.790040536
1444	7.789755152
1445	7.789443508
1446	7.789095972
1447	7.78863036
1448	7.788336945
1449	7.788024396
1450	7.787779961
1451	7.787139722
1452	7.786781727
1453	7.786433237
1454	7.786154631
1455	7.785624455
1456	7.785263268
1457	7.785008946
1458	7.784644062
1459	7.78441785
1460	7.784059081
1461	7.783515841
1462	7.783105949
1463	7.782728992
1464	7.782209314
1465	7.781966169
1466	7.781392995
1467	7.781046799
1468	7.780730367
1469	7.780410463
1470	7.780100694
1471	7.779831204
1472	7.779374499
1473	7.778958344
1474	7.778435685
1475	7.778158984
1476	7.777879768
1477	7.777681787
1478	7.777224553
1479	7.776732307
1480	7.776232515
1481	7.775730124
1482	7.775278421
1483	7.774932404
1484	7.774570949
1485	7.774117611
1486	7.773850643
1487	7.773583144
1488	7.773027071
1489	7.772681851
1490	7.772329874
1491	7.771923386
1492	7.77154859
1493	7.77121729
1494	7.770918795
1495	7.770439014
1496	7.769920272
1497	7.769586578
1498	7.769144797
1499	7.768430467
1500	7.768211723
1501	7.767739594
1502	7.767535496
1503	7.76704618
1504	7.766670978
1505	7.766347368
1506	7.766001719
1507	7.765516393
1508	7.765298337
1509	7.764942296
1510	7.764656776
1511	7.764135112
1512	7.763739099
1513	7.763220261
1514	7.762778857
1515	7.762454101
1516	7.762193273
1517	7.761741661
1518	7.761228785
1519	7.760822739
1520	7.760298151
1521	7.759996657
1522	7.759386662
1523	7.759020273
1524	7.75866348
1525	7.758435193
1526	7.757922733
1527	7.757451861
1528	7.757131432
1529	7.75681928
1530	7.756593742
1531	7.756304027
1532	7.755977807
1533	7.755687089
1534	7.755354152
1535	7.754997656
1536	7.754437966
1537	7.754199369
1538	7.753788458
1539	7.753494443
1540	7.75305631
1541	7.752863413
1542	7.752507821
1543	7.752060472
1544	7.751731512
1545	7.751409411
1546	7.750937427
1547	7.750702541
1548	7.750396438
1549	7.750038874
1550	7.749527526
1551	7.749187816
1552	7.748893915
1553	7.748429309
1554	7.748099266
1555	7.747588346
1556	7.747265342
1557	7.746842193
1558	7.746406029
1559	7.746222529
1560	7.745969057
1561	7.7457788
1562	7.745521223
1563	7.744913392
1564	7.744553632
1565	7.744088361
1566	7.74366029
1567	7.743300819
1568	7.743009392
1569	7.742572566
1570	7.742303899
1571	7.741987824
1572	7.741484097
1573	7.741080581
1574	7.740817638
1575	7.740477959
1576	7.740036095
1577	7.739584283
1578	7.739266785
1579	7.738921949
1580	7.738757623
1581	7.738213567
1582	7.737843098
1583	7.737545534
1584	7.7372617
1585	7.736830159
1586	7.736453893
1587	7.736123034
1588	7.735953429
1589	7.735230263
1590	7.734866256
1591	7.734402525
1592	7.733936707
1593	7.733462943
1594	7.732993532
1595	7.732454223
1596	7.732178468
1597	7.73195868
1598	7.731541181
1599	7.73124286
1600	7.730816891
1601	7.73052009
1602	7.730068215
1603	7.729858066
1604	7.729403952
1605	7.729121807
1606	7.728706614
1607	7.728448578
1608	7.727934676
1609	7.727635295
1610	7.727329872
1611	7.727050209
1612	7.726618273
1613	7.726117387
1614	7.725723513
1615	7.725350798
1616	7.724851823
1617	7.72450742
1618	7.723841433
1619	7.723544917
1620	7.723232033
1621	7.722785793
1622	7.72225204
1623	7.721727776
1624	7.721444247
1625	7.720956219
1626	7.720490961
1627	7.719924899
1628	7.719486585
1629	7.719176716
1630	7.719022644
1631	7.718534565
1632	7.718198383
1633	7.71797297
1634	7.717647381
1635	7.71719511
1636	7.716901901
1637	7.716598986
1638	7.71625295
1639	7.715829728
1640	7.715594379
1641	7.715242853
1642	7.714820798
1643	7.714379419
1644	7.713838313
1645	7.713461225
1646	7.712835509
1647	7.712467603
1648	7.711982641
1649	7.711629844
1650	7.711108038
1651	7.710621463
1652	7.710065144
1653	7.709559019
1654	7.709049833
1655	7.708588582
1656	7.708085603
1657	7.70770967
1658	7.707480554
1659	7.707049694
1660	7.706714681
1661	7.706418781
1662	7.706091554
1663	7.705827126
1664	7.705514516
